web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-632,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse does not regonize TomCat start when configured with a custom connector,,,,,,,
1667026591-633,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,could not convert org.eclipse.vjet.dsf.jst.declaration.JstType,,,,,,,
1667026591-634,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,package org.eclipse.jst.server.generic.core.internal should not have  x-internal directive,,,,,,,
1667026591-635,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Browser][Windows] Eclipse windows browser listens to all location changes and can throw exception,,,,,,,
1667026591-636,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.swt.widgets.Text.setEditable(false) is editable by RCPTT,,,,,,,
1667026591-637,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse introduces the default code format of idea,,,,,,,
1667026591-638,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"When restarting Eclipse, many closed editor buffers reappear",,,,,,,
1667026591-639,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.utils.Spawner does not give meaningful error message in the thrown Exception,,,,,,,
1667026591-640,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.pde.build.tests wrongly formats on Save,,,,,,,
1667026591-641,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Platform binary not renamed when workbench launcher is not 'eclipse',,,,,,,
1667026591-642,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Not all output available in eclipse when processes wrapped with RuntimeProcess is terminated,,,,,,,
1667026591-643,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to consume Lucene index from bundle org.eclipse.wst.sse.doc,,,,,,,
1667026591-644,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse cannot start tomcat: ports already in use,,,,,,,
1667026591-645,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Assertion Failure in mementoed Eclipse crashes nested Eclipse launch,,,,,,,
1667026591-646,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The "Model Explorer" filter can hang Eclipse indefinitly with large modeling projects,,,,,,,
1667026591-647,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,API requirement for org.eclipse.jpt.db.Column: isAutoIncrement(),,,,,,,
1667026591-648,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Dragging bendpoints/endpoints crashes Eclipse,,,,,,,
1667026591-649,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The JET editor in Eclipse generates duplicate Java classes in case of multiple source folders,,,,,,,
1667026591-650,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Javadoc view in Eclipse does not work for Xtend files,,,,,,,
1667026591-651,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse run validation of resources even when it's disabled,,,,,,,
1667026591-652,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,java.io.FileNotFoundException: for /opt/public/common/buckminster-3.6/configuration/org.eclipse.osgi/bundles/82/data/-3695396/artifacts.xml,,,,,,,
1667026591-653,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Create an SVN_FAQ on Eclipse Wiki,,,,,,,
1667026591-654,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Keybindings from org.eclipse.ui.bindings lost when Keys Scheme is changed.,,,,,,,
1667026591-655,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.dltk.core.ModelException: Test does not exist,,,,,,,
1667026591-656,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Extensions for org.eclipse.pde.ui.samples require that plug-in is unpacked,,,,,,,
1667026591-657,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Major UI freeze followed by Eclipse hang using Ecore2UML,,,,,,,
1667026591-658,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Deadlock on startup of eclipse photon june 2018 version,,,,,,,
1667026591-659,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[idea] Couldn't find module for org.eclipse.xtend.core.idea.lang.psi.impl.XtendFileImpl:scratch_3 at org.eclipse.xtext.psi.impl.BaseXtextFile.createResource(BaseXtextFile.java:173),,,,,,,
1667026591-660,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,http://download.eclipse.org/eclipse/pde/incubator/visualization/site,,,,,,,
1667026591-661,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse could not show revision information for files which are moved from one folder(java package) to another folder,,,,,,,
1667026591-662,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes with NPE on start,,,,,,,
1667026591-663,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Conflict resolution in Eclipse NEVER works! Since years! :-( PLEASE fix this!,,,,,,,
1667026591-664,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Releng: org.eclipse.ptp.linux is missing the fragmentName,,,,,,,
1667026591-665,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[idea] java.lang.UnsupportedOperationException at org.eclipse.xtext.idea.types.psi.impl.LightAnnotation.getNameReferenceElement(LightAnnotation.java:56),,,,,,,
1667026591-666,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Description Resource Path Location Type org.eclipse.birt.report.engine.api.EngineException: Class de.ikv.medini.reporting.eventhandler.MediniTableModelEventAdapter not found.,,,,,,,
1667026591-667,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse console output and run-through-terminal output of the same program are different,,,,,,,
1667026591-668,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Message Bundle Conversion Tool does not work with Eclipse 3.5M4,,,,,,,
1667026591-669,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Jobs are blocking complete eclipse and cancel-button vanishes,,,,,,,
1667026591-670,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[ActivityDiagram] Potential dead code in org.eclipse.papyrus.uml.diagram.activity.helper.AcceptEventActionSwitchHelper.updateAcceptEventActionFigure,,,,,,,
1667026591-671,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Toolsmiths][filter] switch to UML model for org.eclipse.papyrus.infra.filters,,,,,,,
1667026591-672,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,PDA example plug-in does not compile with Eclipse Platform 4.12,,,,,,,
1667026591-673,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse should not show warning when HTML start and end tag enclosed with JSTL EL,,,,,,,
1667026591-674,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Metadata] Many discourage access warnings in org.eclipse.ui.ide and application,,,,,,,
1667026591-675,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse auto deletes filtered resources from the .project file when they are temp removed.,,,,,,,
1667026591-676,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NullpointerException in DebugTargetProxy while debugging into a org.eclipse.emf.mwe WorflowComponent,,,,,,,
1667026591-677,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse.jdt.core README should explain how to build with Maven,,,,,,,
1667026591-678,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Could not create action delegate for id: org.eclipse.cdt.ui.buildActiveConfigToolbarAction,,,,,,,
1667026591-679,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Error in http://download.eclipse.org/modeling/gmp/gmf-tooling/updates/releases,,,,,,,
1667026591-680,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Help Wanted][UI] [Wizards] Source/Header file/Class wizard missing title + non-eclipse behavior,,,,,,,
1667026591-681,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Investigate to check the possibilities of enabling Eclipse JDT debugger to be used with JRE,,,,,,,
1667026591-682,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Review provisioning capabilities of eclipse,,,,,,,
1667026591-683,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to add a Task Repository after upgrade to Eclipse,,,,,,,
1667026591-684,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,When placing __doble__ desreference operator through colon pairs the Eclipse SDK crash,,,,,,,
1667026591-685,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,When using org.eclipse.ui.contexts.window binding context E4 application fails to open,,,,,,,
1667026591-686,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Conflict for org.eclipse.team.ui.synchronizeLast when sharing a project,,,,,,,
1667026591-687,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Copy and Paste mouse shortcuts in Git Bash terminal in Eclipse,,,,,,,
1667026591-688,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse CDT Oxygen Console Output Out of Order,,,,,,,
1667026591-689,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Upgrade to newer version of Eclipse and to Java 8,,,,,,,
1667026591-690,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Cannot Open Sas file extension into Eclipse,,,,,,,
1667026591-691,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[menu] org.eclipse.cdt.dsf.ui/icons folder does not follow convention,,,,,,,
1667026591-692,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,getting error while setting up eclipse kura environment,,,,,,,
1667026591-693,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Refactoring] The contents of the plugin org.eclipse.papyrus.uml.ui must be moved,,,,,,,
1667026591-694,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Hudson/Buckminster fails to resolve org.eclipse.equinox.internal.frameworkadmin.equinox,,,,,,,
1667026591-695,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Exception thrown by JSch if connection closed outside of Eclipse,,,,,,,
1667026591-696,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Project page refers to "the Eclipse SDK download",,,,,,,
1667026591-697,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes when making new Java type with generics,,,,,,,
1667026591-698,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Eclipse has focus, long branch name, focus on active task, can't access plus sign",,,,,,,
